text,label,lang,scam_type,source
Pls speak with me. I wont ask anything other then you friendship.,0,en,sms_spam,uci_sms_spam
<NAMED_ENTITY> ist kaputt. <PHONE_NUMBER> ist <NRP> neue <NAMED_ENTITY> du kannst diese Nummer einspeichern. <LOCATION> eine Nachricht auf WhatsApp.,1,mixed,imc25,imc25_smishing
Tu código de Uber: 6963. Responde STOP a <PHONE_NUMBER> para darte de baja.,1,mixed,imc25,imc25_smishing
Er is een verdacht inlogpoging geconstateerd. <NAMED_ENTITY> jezelf via <URL> en voorkom blokkade. Gratis SMS van Belfius. No Reply.,1,mixed,imc25,imc25_smishing
"Dear customer. You are first winner of  company online flipkart You win 1st prize Maruti Suzuki Swift dzire car  and amount Rs.-8,30000. You need Registration charge pay only and receive your prize thanks. Call help line number <URL> no. <PHONE_NUMBER> Thanks.",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>,
Referentie: <US_BANK_NUMBER>
ING: Wij hebben uw rekening in de 'quarantaine zone' geplaatst.
U dient uw ING rekening voor <DATE_TIME> te bevestigen om blokkade te voorkomen: <URL>
Alvast bedankt voor uw medewerking.
ING HomeBank Center Support",1,mixed,imc25,imc25_smishing
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,0,en,sms_spam,uci_sms_spam
"We're temporarily place your Paypal locked,
To restore follow instruction below.

<URL>

Complete the recovery within <DATE_TIME> otherwise Paypal account permanently locked.

We are sorry for any inconvenience has caused.
Thank you for",1,mixed,imc25,imc25_smishing
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1,en,sms_spam,uci_sms_spam
"Seguridad online: Apartir del <DATE_TIME> no podra utilizar sus <NAMED_ENTITY> no actualiza la seguridad de su cuenta , <LOCATION>: <URL>",1,mixed,imc25,imc25_smishing
"Hi, Payment of Rs. 299.0 done via paytm has been processed. Order Id: <DATE_TIME>. You will receive the order confirmation within <DATE_TIME>. Please keep the Order ID for future reference.

Hi, Payment of Rs. 299.0 via paytm is still being processed. Order Id: 689560665406534016. Please wait for 2 Hrs. for your payment status update. Please keep the Order ID for future reference.

Hi, Payment of Rs. 299.0 via paytm has failed. Order Id: 689560665406534016. If money has been deducted, it will be refunded to your account within <DATE_TIME>. Please keep the Order ID for future reference.",1,mixed,imc25,imc25_smishing
Votre transaction de €237.50 a bien ete effectuée. <NAMED_ENTITY> transaction contactez le <PHONE_NUMBER>,1,mixed,imc25,imc25_smishing
Hi is this you <NAMED_ENTITY>? Reply STOP to unsubscribe.,1,mixed,imc25,imc25_smishing
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hain. Trx ID: 98104896.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Dear Customer your SBI A/c will be blocked <DATE_TIME> update your PAN CARD immediately Click here,1,mixed,imc25,imc25_smishing
Your phone number ending in <DATE_TIME> has not been confirmed. Confirm your mobile number via <URL> to continue making online transactions.,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>. <NAMED_ENTITY> les conditions <NAMED_ENTITY> : <URL>,1,mixed,imc25,imc25_smishing
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0,en,sms_spam,uci_sms_spam
"<US_DRIVER_LICENSE>:We were unable to process your latest payment. In order to avoid fees, please update your information via:",1,mixed,imc25,imc25_smishing
Complete to get your package !,1,mixed,imc25,imc25_smishing
Hello do you need a part-time job? salary At least 100 - 300 per day. There is no application fee. Simple steps anytime anywhere <LOCATION> phone can operate over <DATE_TIME> If you are interested in this job please contact WhatsApp:+<US_BANK_NUMBER>!,1,mixed,imc25,imc25_smishing
[Rabobank]: Uw huidige betaalpas vervalt voor gebruik. Vraag nu kosteloos <NAMED_ENTITY> aan via:,1,mixed,imc25,imc25_smishing
"Estimado cliente
Tras las últimas cuentas anuales de 2022, hemos determinado que tienes derecho a la devolución: 471€",1,mixed,imc25,imc25_smishing
ACTION REQUESTED! Coinbase@ makes digital currency easy! ...,1,mixed,imc25,imc25_smishing
NHS Alert: You've been in close contact with someone who has tested positive for Omicron. Please order a free test via: <URL>,1,mixed,imc25,imc25_smishing
"Tentamos entregar a sua encomenda hoje dia <DATE_TIME>. Como nao <NAMED_ENTITY> em casa, <NAMED_ENTITY> <URL>",1,mixed,imc25,imc25_smishing
"محترم. آ ابناصل fozia <NAMED_ENTITY> کارڈ لے کر احساس پروگرام کے قریب وصولی مڈرچ  اکر 9 اپریل سے/ 12,000 روپے <NAMED_ENTITY>.",1,mixed,imc25,imc25_smishing
Your Amazon Account has been locked. We recently received multiple failed login attempts to your account.  Recovery your account immediately click link below:  aaahorunoimsf3p.xn--p1aj/authcus/  Please take action on your account within <DATE_TIME> to avoid permanent suspension.  Regards Amazon Service,1,mixed,imc25,imc25_smishing
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0,en,sms_spam,uci_sms_spam
"Fwd: PENSION HEADQUARTERS (PTAD) GARKI ABUJA. CALL: <PHONE_NUMBER>, HAJIYA BINTA USMAN, REMITTANCE OFFICE. THANKS",1,mixed,imc25,imc25_smishing
"INFO: <NAMED_ENTITY> detectado un acceso no autorizado en su cuenta. Si no lo reconoce, verifique inmediatamente: <URL>",1,mixed,imc25,imc25_smishing
Barclays: We have detected unusual activity on your account. Please follow at <LOCATION> to proceed.,1,mixed,imc25,imc25_smishing
You have sent <NAMED_ENTITY> a payment of $22.00 USD. You can view or cancel this payment at:<URL> PP-ID-#STRING-#,1,mixed,imc25,imc25_smishing
You have (1) BitCoin in your account. Confirm your account here: <URL> Current market value 8876.85 AUD,1,mixed,imc25,imc25_smishing
"Due to new Revolut Business ESC Law Regulations, please visit <URL> to confirm your identity.",1,mixed,imc25,imc25_smishing
"Standard Bank
Click on <URL> to Secure your Standard Bank Account on the <DATE_TIME> Anti-Spam Security Server Against Covid-19 Scams.",1,mixed,imc25,imc25_smishing
"Felicitaciones a nuestros 3 clientes de Media Markt que ganaron: 1 Manuel 2 <NAMED_ENTITY> 3 <NAMED_ENTITY>
Confirmar aquí:",1,mixed,imc25,imc25_smishing
Hi! <NAMED_ENTITY> Registered:  In Accordance to Sim Registration Act We temporarily restrict any transactions/actions with your GCash Wallet. To reinstate the said feature Kindly take part on our sim card pre-registration. Additional Instructions should be given upon proceeding with the process. Please click or visit the following link to start.,1,mixed,imc25,imc25_smishing
Just send a text. We'll skype later.,0,en,sms_spam,uci_sms_spam
Received payments ₹20000 using this link - <URL>,1,mixed,imc25,imc25_smishing
Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,0,en,sms_spam,uci_sms_spam
Hi Mr./Ms.(Certified) <NAMED_ENTITY> urgently recruits Part-job/Full-job. Maximum <DATE_TIME> salary about 10000Rs. Accept Job on what-sapp: <URL> TMD,1,mixed,imc25,imc25_smishing
Your a/c no. XXXXXXXXX3000 is credited by Rs. 5000.00 on 22-11-18 by a/c linked to mobile 6XXXXXXXX533-jahidul (IMPS Ref no <US_BANK_NUMBER>). Download <NAMED_ENTITY> @,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> hi badee <NAMED_ENTITY> log,1,mixed,imc25,imc25_smishing
Oh did you charge camera,0,en,sms_spam,uci_sms_spam
"Your MCB OTP for online transaction is 30971242. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Nuestro sistema nos alerta de un pre-cargo no autorizado de <US_DRIVER_LICENSE> EUR con <NAMED_ENTITY>. Para cancelar el cobro sigue nuestro enlace:,1,mixed,imc25,imc25_smishing
ING Informes: Su cuenta ha sido suspendida por razones de seguridad. Para reactivar su cuenta visite aquí ahora:,1,mixed,imc25,imc25_smishing
Dear PTM customer your PTM Wallet eKYC has been expire <DATE_TIME> please call customer care no <DATE_TIME> your PTM account will block <DATE_TIME>'s Thank You,1,mixed,imc25,imc25_smishing
"BANCO DE CHILE
Estimado cliente su dispositivo
MIPASS se encuentra INACTIVO.
realice <NAMED_ENTITY>.
Pinche aqui:",1,mixed,imc25,imc25_smishing
Placed: Order for HELMONT Striped Men Ho... is placed & will be delivered by <DATE_TIME> Manage:,1,mixed,imc25,imc25_smishing
Wallet sign-in notification: Your wallet has been accessed and linked to KuCoin exchange. Please review the details below to confirm it was you. If this wasn't you follow the link to secure your wallet: <URL>ine,1,mixed,imc25,imc25_smishing
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,en,sms_spam,uci_sms_spam
"ATO GOV: We have banned your TFN, please provide the necessary information: bz-gov. pw If you refuse or fail to provide, you may be subject to legal penalties.",1,mixed,imc25,imc25_smishing
Hi dad my phones broken on a friends so please message my new number on WhatsApp when you get this <DATE_TIME>,1,mixed,imc25,imc25_smishing
Dear SBI User Your SBI account will be deactivated <DATE_TIME>. Please click on the Link below and update PAN number immediately.,1,mixed,imc25,imc25_smishing
Tell rob to mack his gf in the theater,0,en,sms_spam,uci_sms_spam
Welcome to Paytm payment bank your kyc verification done successful in your wallet get 1210 cashback click link approved by RBI,1,mixed,imc25,imc25_smishing
"Rabobank Alert

Uw Rabobank betaalpas is <NAMED_ENTITY> komen te vervallen.

Vraag uw betaalpas gratis <NAMED_ENTITY> van uw bankrekening via: <URL>",1,mixed,imc25,imc25_smishing
Dear customer your Booking order is very lucky. you winner in my paytm mall online shopping company your coupon no.5588 your prize is TATA SAFARI four wheeler car marketing amount 1280.000 my office contact Helpline <PHONE_NUMBER> note T&C apply- 12800,1,mixed,imc25,imc25_smishing
K. I will sent it again,0,en,sms_spam,uci_sms_spam
"Se ha detectado un operativa un tanto <NAMED_ENTITY> realizada desde su cuenta online. Si no reconoces este cargo, <NAMED_ENTITY> <URL>",1,mixed,imc25,imc25_smishing
Welcome to DietFix.<DATE_TIME> before bed can shed 28 lbs in <DATE_TIME><URL>eck <URL> Freq <URL>g&data rates may <URL> for <URL>op to Stop,1,mixed,imc25,imc25_smishing
"Dear Absa Client,Your Account has been put on hold for security reason. To restore your <NAMED_ENTITY> account Tap: <URL> and follow instructions . Thanks",1,mixed,imc25,imc25_smishing
Dear user your .HDFC bank Account will be blocked! <DATE_TIME> please update your PAN CARD click here  <URL>,1,mixed,imc25,imc25_smishing
I'll text you when I drop x off,0,en,sms_spam,uci_sms_spam
Rabobank Alert: <NAMED_ENTITY> is verouderd en komt 28 <DATE_TIME> te vervallen. Voorkom blokkade en vraag gratis uw nieuwe pas aan: <URL>,1,mixed,imc25,imc25_smishing
<LOCATION> geehrter Commerzbank Kunde Ihre Registrierungs für die PhotoTAN App läuft ab. <NAMED_ENTITY> <URL>,1,mixed,imc25,imc25_smishing
"ARAMEX: Your order <US_DRIVER_LICENSE>**** is ready, pay the shipping costs (12.99 AED) to be delivered on <DATE_TIME> :",1,mixed,imc25,imc25_smishing
"Dear Customer
Your Phone pe KYC Has been expired Today Please call Customer care no <PHONE_NUMBER> immediately
Your Phone pe Account blocked within <URL>ank YOU",1,mixed,imc25,imc25_smishing
"Votre compte Amazon est suspendu. Pour rétablir l'accès à vos services, veuillez vérifier vos informations sur : <URL>",1,mixed,imc25,imc25_smishing
"Royal Mail: Your package has a £2.99 unpaid delivery fee, to pay this now please visit: <URL> or your item will be returned to the merchant.",1,mixed,imc25,imc25_smishing
DEAR Customer your S.B.I A/C will be blocked <DATE_TIME> please update your PAN follow the <URL>,1,mixed,imc25,imc25_smishing
Kent vale lor... ÌÏ wait 4 me there ar?,0,en,sms_spam,uci_sms_spam
"$130 freebies from Costco, that's our Covid-19 stimulus package for all loyal Costco members! <URL> fill in customer survey in return please",1,mixed,imc25,imc25_smishing
"[COVID] Due to the recent announcement of the stage 4 lockdown, you are eligible for the <NRP> support grant. To proceed your application visit:",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> <PHONE_NUMBER> Per Besok <DATE_TIME> +2000 COIN PULSA Anda akan Hangus! SEGERA Ambil di *500*75# dan Tukar Jadi PULSA Hari Ini!* Hub *500*75# dan Pilih 1 YA!,1,mixed,imc25,imc25_smishing
"Hey there, <NAMED_ENTITY>! I am Julie w/ McGuire Research. McGuire Research is inviting you to share your views on statewide gaming initiatives. All responses are confidential and for research purposes only. To participate, please click the link below: <URL> To optout reply STOP.",1,mixed,imc25,imc25_smishing
"Hello, A***** thanks for submitting your details to the GIS headquarters, you are qualified to join the service. Contact your recruitment assistance for more information <PHONE_NUMBER> thank you.

Hello, You have been shortlisted into the GIS <DATE_TIME> protocols. Your Applicant Acceptance payment is GHS699.10 and you are to do this payment now through all middle men to avoid pending. You wait up for your summary report.",1,mixed,imc25,imc25_smishing
"Due to the pandemic, Netflix is giving everyone a free <DATE_TIME> subscription to help you stay at home. Get yo...",1,mixed,imc25,imc25_smishing
Do you always celebrate NY's with your family ?,0,en,sms_spam,uci_sms_spam
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,en,sms_spam,uci_sms_spam
AXIS BANK PERSONAL L0AN New Rates ¡10.49% IF YOU HAVE 0ther Bank PL Transfer ¡10.40% We Do NON-AXIS A/C HOLDER ALSO TO APPLY CALL <PHONE_NUMBER> T&C,1,mixed,imc25,imc25_smishing
"Dear Customer, Apke HBL acc me 350 PKR deposit hue han. Available Balance: 350 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"U ontvangt nog een teruggave van €702,79 euro. Vraag nu uw teruggave aan via <LOCATION>",1,mixed,imc25,imc25_smishing
NETFLIX: Ihre letzte Zahlung wurde abgelehnt bitte bestätigen Sie Ihre Zahlungsinformationen oder <NAMED_ENTITY> gesperrt: https://unterstutzung-diensternueerung.,1,mixed,imc25,imc25_smishing
"[BMFfinanzen] Liebe Bewohner. <NAMED_ENTITY> einen Betrag von 254,33 erhalten. <NAMED_ENTITY> sich und erhalten Sie den Betrag per:",1,mixed,imc25,imc25_smishing
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,en,sms_spam,uci_sms_spam
お客様が不在の為お荷物を持ち帰りました。こちらにてご確認ください r2j. =h====.com?38op,1,mixed,imc25,imc25_smishing
Yes I used the first step where you sent me the link that's what I used,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>, cliquez sur le <NAMED_ENTITY>. Un second message confirmera leur prise en compte.",1,mixed,imc25,imc25_smishing
กรรมธรรม์ T303XXX161 เปลี่ยนสถานะเป็นกู้ชำระเบี้ยอัตโนมัติเนื่องจากไม่ได้ชำระเบี้ยงวดวันที่ 01 พฤศจิกายน 2565 ซึ่งจะมีการคิดดอกเบี้ยตามเงื่อนไขกรมธรรม์ ขอภัยหากชำระแล้ว,1,mixed,imc25,imc25_smishing
Telenet-info: de instellingen van jouw mailbox <NAMED_ENTITY>. Daarom ontvng <NAMED_ENTITY> over hoe <NAMED_ENTITY> beter beveiligt. <NAMED_ENTITY><URL> Al aangepast? <NAMED_ENTITY> negeren.,1,mixed,imc25,imc25_smishing
Dear customer Your PATYM KCY has been expire <DATE_TIME> please call customer care no <UK_NHS> immediately your PATYM account blocked <DATE_TIME> thanks you,1,mixed,imc25,imc25_smishing
Dear customer your Electricity Power will be Disconnected <DATE_TIME> at <DATE_TIME> from electricity office because your <DATE_TIME> <NAMED_ENTITY> was not update . Please immediately contact with. Our electricity office <PHONE_NUMBER> Thank you..,1,mixed,imc25,imc25_smishing
